,pID,ID,bID,starttime,endtime,duration,oribill,discount,startGPSx,startGPSy,endGPSx,endGPSy,pstatus
358,2350,1043,549,2020-06-08 12:31:41,2020-06-08 13:56:41,85,0.71,0.57,55.8415767936,-4.0902291461,55.8445656852,-4.1723982394,1
359,2351,1110,176,2020-10-09 09:03:40,2020-10-09 15:45:40,402,3.35,2.68,55.9171265508,-4.0240967813,55.8939669023,-4.0992954358,1
360,2352,1049,522,2020-10-11 04:46:01,2020-10-11 05:29:01,43,0.36,0.29,55.9268152667,-4.2239444143,55.8334173719,-4.2569210496,1
361,2353,1002,299,2020-05-06 14:35:30,2020-05-06 22:23:30,468,3.9,3.12,55.9206730569,-4.0818341122,55.9408837525,-4.2501116245,1
362,2354,1133,224,2020-09-07 07:03:24,2020-09-07 15:08:24,485,4.04,3.23,55.8672863519,-4.2768913581,55.9400535583,-4.0681322489,1
363,2355,1071,516,2020-05-13 23:26:50,2020-05-14 09:10:50,584,4.87,3.89,55.8420752064,-4.0102936653,55.8553622462,-4.2363586222,1
364,2356,1138,587,2020-12-18 09:27:18,2020-12-18 10:12:18,45,0.38,0.3,55.8246880727,-4.1605747691,55.9156821677,-4.1865972065,1
365,2357,1124,557,2020-03-22 15:57:24,2020-03-23 01:40:24,583,4.86,3.89,55.8127516818,-4.2460188386,55.929890091,-4.2260048706,1
366,2358,1154,472,2021-01-14 04:22:59,2021-01-14 04:56:59,34,0.28,0.23,55.8749260476,-4.2000275403,55.8766220931,-4.2944180527,1
367,2359,1158,585,2020-10-12 08:06:21,2020-10-12 16:57:21,531,4.42,3.54,55.8563120063,-4.173676268,55.9022874663,-4.1743777982,1
368,2360,1097,322,2020-11-25 10:27:40,2020-11-25 13:16:40,169,1.41,1.13,55.8442488194,-4.1584200374,55.8482922842,-4.285480227,1
369,2361,1117,148,2020-08-07 00:07:20,2020-08-07 02:55:20,168,1.4,1.12,55.9405996568,-4.0237129996,55.8337142327,-4.2228259418,1
370,2362,1111,332,2020-05-02 15:34:10,2020-05-02 20:23:10,289,2.41,1.93,55.9253081555,-4.1146464345,55.8578451409,-4.0610774712,1
371,2363,1055,328,2020-09-21 04:34:15,2020-09-21 07:50:15,196,1.63,1.31,55.8168238973,-4.2914510891,55.9121179138,-4.0648565237,1
372,2364,1025,562,2020-12-27 16:57:09,2020-12-27 21:06:09,249,2.08,1.66,55.8591836472,-4.0806347905,55.8678443545,-4.266699458,1
373,2365,1013,363,2020-02-24 07:01:56,2020-02-24 16:52:56,591,4.92,3.94,55.9221742809,-4.0959969978,55.8286876138,-4.2738426951,1
374,2366,1119,354,2020-03-17 07:04:15,2020-03-17 16:26:15,562,4.68,3.75,55.8658873809,-4.0512294426,55.9288280967,-4.0388204792,1
375,2367,1031,568,2020-10-10 08:56:12,2020-10-10 10:24:12,88,0.73,0.59,55.8237526308,-4.2784553996,55.8672052655,-4.2330067828,1
376,2368,1103,597,2021-01-12 19:34:56,2021-01-12 19:52:56,18,0.15,0.12,55.8165164784,-4.029533145,55.8372553233,-4.0009478704,1
377,2369,1103,547,2020-05-29 05:22:36,2020-05-29 11:46:36,384,3.2,2.56,55.9229747426,-4.0512590329,55.8395180614,-4.2714443117,1
378,2370,1021,413,2020-05-21 13:24:51,2020-05-21 14:20:51,56,0.47,0.37,55.8853990736,-4.3093248231,55.9473899863,-4.185220644,1
379,2371,1134,232,2020-09-23 10:35:07,2020-09-23 11:22:07,47,0.39,0.31,55.9284179953,-4.1068708821,55.8523602825,-4.1144812353,1
380,2372,1052,233,2020-01-08 10:28:06,2020-01-08 10:48:06,20,0.17,0.13,55.8831583469,-4.2230155183,55.8132284813,-4.0590044083,1
381,2373,1110,519,2020-02-12 15:44:30,2020-02-12 20:00:30,256,2.13,1.71,55.8402850036,-4.2634030237,55.8744824139,-4.3017533868,1
382,2374,1082,325,2020-07-19 16:45:46,2020-07-19 17:38:46,53,0.44,0.35,55.8734630678,-4.057863485,55.915746701,-4.1040878551,1
383,2375,1115,403,2020-04-08 04:16:34,2020-04-08 12:07:34,471,3.92,3.14,55.8905595213,-4.0772018463,55.946612442,-4.1791746482,1
384,2376,1034,563,2020-01-19 11:15:33,2020-01-19 15:34:33,259,2.16,1.73,55.8689714328,-4.3037849971,55.8614561995,-4.1331243318,1
385,2377,1024,427,2020-10-19 04:42:36,2020-10-19 13:59:36,557,4.64,3.71,55.937272596,-4.0499873751,55.8310822871,-4.0180524261,1
386,2378,1113,510,2020-09-04 13:55:46,2020-09-04 14:51:46,56,0.47,0.37,55.8931667005,-4.0205035401,55.8666849769,-4.1591449596,1
387,2379,1057,531,2020-06-29 04:31:47,2020-06-29 05:12:47,41,0.34,0.27,55.9086044891,-4.1102899854,55.9158830765,-4.239620789,1
388,2380,1132,316,2020-11-27 08:22:05,2020-11-27 08:42:05,20,0.17,0.13,55.9280333668,-4.2250797114,55.8984956218,-4.0050408913,1
389,2381,1122,415,2020-02-21 17:21:05,2020-02-21 23:08:05,347,2.89,2.31,55.8916809358,-4.1425512874,55.9385170842,-4.0775600728,1
390,2382,1134,145,2020-12-08 18:32:13,2020-12-08 23:27:13,295,2.46,1.97,55.8108793386,-4.2957366178,55.906719096,-4.0788860132,1
391,2383,1001,317,2020-02-04 18:03:34,2020-02-04 18:21:34,18,0.15,0.12,55.8300874725,-4.0339501177,55.8324553895,-4.0398963506,1
392,2384,1030,203,2020-06-09 08:21:07,2020-06-09 08:23:07,2,0.02,0.01,55.8824495927,-4.1985511033,55.8746988237,-4.1565802339,1
393,2385,1126,471,2021-02-13 10:57:05,2021-02-13 11:24:05,27,0.23,0.18,55.8308522462,-4.2033002542,55.927849046,-4.0552352507,1
394,2386,1117,182,2020-10-16 01:18:14,2020-10-16 03:57:14,159,1.32,1.06,55.8367300501,-4.1262911881,55.8904763272,-4.0856430215,1
395,2387,1005,281,2020-07-06 08:32:54,2020-07-06 12:21:54,229,1.91,1.53,55.9072502812,-4.2217021516,55.896117214,-4.0020443723,1
396,2388,1002,189,2020-10-29 19:46:03,2020-10-29 20:42:03,56,0.47,0.37,55.8730997074,-4.2666724362,55.9093607002,-4.1352716749,1
397,2389,1005,356,2020-04-03 23:24:12,2020-04-04 01:58:12,154,1.28,1.03,55.8174046285,-4.0526962757,55.8219804381,-4.2775181333,1
398,2390,1063,540,2021-02-18 11:48:44,2021-02-18 15:20:44,212,1.77,1.41,55.9040720002,-4.177278923,55.9175103484,-4.0113744838,1
399,2391,1071,271,2020-12-15 20:43:27,2020-12-16 01:06:27,263,2.19,1.75,55.8146153667,-4.0528930531,55.8116844056,-4.3078334483,1
400,2392,1154,263,2020-09-15 05:52:26,2020-09-15 06:12:26,20,0.17,0.13,55.8727531747,-4.1654411067,55.8744996653,-4.0477787154,1
401,2393,1143,355,2020-05-24 02:10:42,2020-05-24 07:34:42,324,2.7,2.16,55.9448992531,-4.030338161,55.9289562036,-4.2977464393,1
402,2394,1154,205,2020-05-11 22:23:36,2020-05-12 03:28:36,305,2.54,2.03,55.9383287504,-4.2569294898,55.8556304028,-4.2145357341,1
403,2395,1053,371,2020-12-05 14:24:45,2020-12-05 18:41:45,257,2.14,1.71,55.8413220663,-4.0177831288,55.8776290219,-4.1358046398,1
404,2396,1021,128,2021-01-31 15:42:11,2021-01-31 15:52:11,10,0.08,0.07,55.90894634,-4.1201078721,55.9136456933,-4.0587848994,1
405,2397,1012,312,2020-07-15 17:40:50,2020-07-15 18:16:50,36,0.3,0.24,55.8471452564,-4.1372744518,55.8488851116,-4.0635222776,1
406,2398,1146,538,2021-01-18 06:40:56,2021-01-18 16:26:56,586,4.88,3.91,55.8856009819,-4.0462532104,55.9252959024,-4.1966432326,1
407,2399,1141,283,2020-03-31 08:33:03,2020-03-31 08:49:03,16,0.13,0.11,55.9282075227,-4.1161166669,55.8238391829,-4.3069817359,1
408,2400,1012,158,2020-01-29 07:31:38,2020-01-29 08:05:38,34,0.28,0.23,55.8440874484,-4.1867703573,55.8240424362,-4.1110307592,1
409,2401,1067,179,2021-02-24 18:11:49,2021-02-24 18:50:49,39,0.33,0.26,55.8245419212,-4.0899878049,55.8856748659,-4.2327958673,1
410,2402,1113,157,2020-10-26 13:15:52,2020-10-26 20:31:52,436,3.63,2.91,55.8211615114,-4.093748091,55.8286995604,-4.2416341292,1
411,2403,1130,327,2020-12-10 05:53:17,2020-12-10 06:33:17,40,0.33,0.27,55.9362142587,-4.2440273747,55.847563805,-4.0493239819,1
412,2404,1074,600,2020-11-05 02:50:41,2020-11-05 03:06:41,16,0.13,0.11,55.8665824399,-4.0939938958,55.9101053856,-4.2826158161,1
413,2405,1145,149,2020-12-01 04:29:59,2020-12-01 10:02:59,333,2.77,2.22,55.8835957555,-4.0169236747,55.8717162606,-4.2164255417,1
414,2406,1133,476,2020-05-07 06:33:54,2020-05-07 13:19:54,406,3.38,2.71,55.8302697807,-4.0389326363,55.9388764336,-4.1910601241,1
415,2407,1107,460,2020-11-28 17:10:29,2020-11-28 22:04:29,294,2.45,1.96,55.8857632313,-4.2596058762,55.8351314001,-4.2001440823,1
416,2408,1023,175,2020-04-10 00:10:27,2020-04-10 00:52:27,42,0.35,0.28,55.8384376229,-4.1969952207,55.8340205026,-4.2561253259,1
417,2409,1158,122,2020-08-28 13:54:44,2020-08-28 18:29:44,275,2.29,1.83,55.8942912734,-4.2635249982,55.9218779165,-4.0451480456,1
418,2410,1009,438,2020-06-21 17:55:45,2020-06-21 20:14:45,139,1.16,0.93,55.8148556503,-4.2831210346,55.9236892627,-4.2939370281,1
419,2411,1002,545,2020-01-24 17:25:13,2020-01-24 18:29:13,64,0.53,0.43,55.8857151106,-4.2120590602,55.8661324833,-4.1448303556,1
420,2412,1103,220,2021-02-17 06:22:23,2021-02-17 11:51:23,329,2.74,2.19,55.8174925972,-4.2831815552,55.9437017951,-4.1466597967,1
421,2413,1041,241,2020-05-03 02:42:43,2020-05-03 03:03:43,21,0.17,0.14,55.8207398903,-4.075988002,55.8177923373,-4.0026656216,1
422,2414,1033,440,2020-07-10 08:32:01,2020-07-10 08:39:01,7,0.06,0.05,55.8642286853,-4.2126864971,55.8804111027,-4.1208232458,1
423,2415,1073,308,2020-02-23 22:28:33,2020-02-24 05:43:33,435,3.62,2.9,55.8794023585,-4.2839097785,55.8564494843,-4.2772006126,1
424,2416,1144,316,2020-12-24 02:13:33,2020-12-24 07:21:33,308,2.57,2.05,55.8442022659,-4.2068961652,55.8959302788,-4.0421926073,1
425,2417,1004,427,2020-04-25 01:56:06,2020-04-25 02:28:06,32,0.27,0.21,55.8747121936,-4.0465691697,55.865426282,-4.056945025,1
426,2418,1048,487,2020-05-14 10:33:57,2020-05-14 10:45:57,12,0.1,0.08,55.8125489097,-4.2873529744,55.9218155959,-4.1092386632,1
427,2419,1111,288,2020-10-20 21:50:23,2020-10-20 22:20:23,30,0.25,0.2,55.9038896964,-4.2004315608,55.8681303211,-4.300065932,1
428,2420,1012,547,2020-01-08 19:55:24,2020-01-08 20:04:24,9,0.07,0.06,55.8851001171,-4.2158518535,55.8891944697,-4.0269830447,1
429,2421,1144,197,2020-10-28 03:58:57,2020-10-28 04:56:57,58,0.48,0.39,55.9414566557,-4.0577055894,55.8604289197,-4.1840624951,1
430,2422,1119,450,2020-09-23 04:47:29,2020-09-23 05:25:29,38,0.32,0.25,55.8628214528,-4.1775842548,55.8484180377,-4.2273673127,1
431,2423,1133,259,2020-11-16 18:22:14,2020-11-16 19:20:14,58,0.48,0.39,55.8402088948,-4.1174065173,55.8248406266,-4.1016735077,1
432,2424,1019,590,2020-06-13 03:59:17,2020-06-13 13:34:17,575,4.79,3.83,55.8785841165,-4.077066548,55.9177589825,-4.0328579702,1
433,2425,1136,115,2020-07-05 17:18:42,2020-07-05 17:26:42,8,0.07,0.05,55.841325725,-4.0829807163,55.8393968332,-4.2471261443,1
434,2426,1045,188,2020-05-25 23:02:25,2020-05-25 23:19:25,17,0.14,0.11,55.8420507421,-4.0094367739,55.8526328839,-4.1303592054,1
435,2427,1080,498,2020-11-06 09:41:52,2020-11-06 14:46:52,305,2.54,2.03,55.8536929296,-4.0922287331,55.9397909908,-4.2017032549,1
436,2428,1027,247,2020-06-19 15:26:15,2020-06-19 17:05:15,99,0.82,0.66,55.8244034415,-4.1503661613,55.8835835955,-4.1148540753,1
437,2429,1126,142,2021-02-15 06:41:14,2021-02-15 07:04:14,23,0.19,0.15,55.8874611016,-4.104553772,55.9447370348,-4.216710867,1
438,2430,1092,314,2020-12-20 08:17:30,2020-12-20 08:40:30,23,0.19,0.15,55.9278081846,-4.1604433566,55.8257782818,-4.0586665305,1
439,2431,1047,560,2021-01-17 20:14:05,2021-01-17 20:26:05,12,0.1,0.08,55.9066053251,-4.1763308915,55.8374579069,-4.1992647773,1
440,2432,1078,594,2021-02-06 22:28:17,2021-02-06 23:14:17,46,0.38,0.31,55.8196621607,-4.1070636204,55.8567534218,-4.2659933249,1
441,2433,1036,115,2020-08-17 21:07:10,2020-08-17 22:00:10,53,0.44,0.35,55.9331858373,-4.2496200253,55.8147975292,-4.1406796487,1
442,2434,1010,117,2020-06-25 15:17:44,2020-06-25 17:57:44,160,1.33,1.07,55.8931242704,-4.1618929172,55.8576303704,-4.0504031546,1
443,2435,1132,502,2020-10-29 21:10:38,2020-10-29 21:56:38,46,0.38,0.31,55.8829641495,-4.1527068922,55.9269781182,-4.2504355086,1
444,2436,1073,371,2020-09-07 03:30:16,2020-09-07 04:15:16,45,0.38,0.3,55.8400274255,-4.2092511116,55.9471914309,-4.1215458793,1
445,2437,1102,542,2020-02-01 07:04:19,2020-02-01 13:38:19,394,3.28,2.63,55.8548161594,-4.2618504148,55.88891052,-4.1325349391,1
446,2438,1086,575,2020-11-11 03:56:16,2020-11-11 04:19:16,23,0.19,0.15,55.8921623432,-4.0678715633,55.8863267094,-4.1800561775,1
447,2439,1079,148,2020-03-18 16:26:36,2020-03-18 16:48:36,22,0.18,0.15,55.9291624056,-4.0999194801,55.9016749458,-4.1775127753,1
448,2440,1005,451,2020-02-12 16:25:43,2020-02-12 16:46:43,21,0.17,0.14,55.8722311558,-4.1870052124,55.8133643267,-4.2421628591,1
449,2441,1078,374,2020-05-03 15:08:12,2020-05-03 15:56:12,48,0.4,0.32,55.9256349329,-4.2760558459,55.867276722,-4.2979224704,1
450,2442,1148,176,2020-10-01 15:58:52,2020-10-01 16:52:52,54,0.45,0.36,55.8314839838,-4.0607190665,55.8408092957,-4.0342051365,1
451,2443,1118,221,2020-12-22 08:44:08,2020-12-22 11:08:08,144,1.2,0.96,55.8836291589,-4.1486670438,55.8560203983,-4.119604829,1
452,2444,1104,501,2020-09-04 03:03:52,2020-09-04 03:17:52,14,0.12,0.09,55.8124321627,-4.2951566449,55.8507087846,-4.1648446681,1
453,2445,1053,191,2020-11-19 19:27:05,2020-11-19 20:22:05,55,0.46,0.37,55.8238952298,-4.1351022098,55.8720295868,-4.1538816078,1
454,2446,1007,590,2020-10-13 22:43:07,2020-10-13 23:31:07,48,0.4,0.32,55.9208268896,-4.2823741619,55.9455447814,-4.1460482587,1
455,2447,1039,436,2020-02-21 13:13:21,2020-02-21 20:10:21,417,3.48,2.78,55.8895143473,-4.0722192198,55.8236668661,-4.035210388,1
456,2448,1003,130,2020-12-27 07:28:43,2020-12-27 07:37:43,9,0.07,0.06,55.9054903031,-4.0660138864,55.8122273366,-4.1815410648,1
457,2449,1004,243,2020-06-10 23:27:26,2020-06-10 23:54:26,27,0.23,0.18,55.8571005032,-4.1778649678,55.8816801692,-4.0341892078,1
458,2450,1110,200,2020-03-05 15:24:21,2020-03-05 15:53:21,29,0.24,0.19,55.9139500286,-4.1702867068,55.8481989739,-4.045418272,1
459,2451,1077,520,2020-06-25 13:52:22,2020-06-25 14:38:22,46,0.38,0.31,55.826626666,-4.2606666122,55.8580964001,-4.1005375537,1
460,2452,1154,416,2020-02-26 04:56:56,2020-02-26 11:22:56,386,3.22,2.57,55.8449297731,-4.2832978401,55.8131620141,-4.0521900509,1
461,2453,1082,438,2020-08-26 09:36:21,2020-08-26 09:45:21,9,0.07,0.06,55.9018968604,-4.2574371673,55.9280479688,-4.00756538,1
462,2454,1128,139,2020-09-03 05:19:33,2020-09-03 05:46:33,27,0.23,0.18,55.8645634843,-4.0198491217,55.8428000901,-4.0733952738,1
463,2455,1017,299,2020-08-02 04:00:11,2020-08-02 11:46:11,466,3.88,3.11,55.8896951676,-4.1099500226,55.81919889,-4.1775195447,1
464,2456,1037,265,2020-08-04 07:54:30,2020-08-04 15:10:30,436,3.63,2.91,55.8144500376,-4.0785765375,55.8361506756,-4.1930582421,1
465,2457,1044,156,2020-10-08 18:37:57,2020-10-08 22:11:57,214,1.78,1.43,55.8443487447,-4.1113202735,55.8398135969,-4.2779112259,1
466,2458,1104,151,2020-11-10 01:14:29,2020-11-10 08:14:29,420,3.5,2.8,55.91323193,-4.1973207104,55.9167430077,-4.1184170147,1
467,2459,1131,193,2020-09-23 20:40:31,2020-09-23 20:48:31,8,0.07,0.05,55.822009998,-4.0150449441,55.8459120961,-4.0497646278,1
468,2460,1076,393,2020-02-25 00:46:31,2020-02-25 09:35:31,529,4.41,3.53,55.823880515,-4.1759926869,55.8227636341,-4.2767018884,1
469,2461,1141,257,2020-09-07 19:10:40,2020-09-07 19:51:40,41,0.34,0.27,55.8842291097,-4.2289202274,55.9426534683,-4.2564770044,1
470,2462,1110,344,2020-12-19 23:28:01,2020-12-20 08:31:01,543,4.53,3.62,55.8666960855,-4.2987533852,55.9206500621,-4.026629421,1
471,2463,1155,581,2020-10-22 03:45:20,2020-10-22 04:45:20,60,0.5,0.4,55.9372889096,-4.0289170588,55.8307973377,-4.1136075327,1
472,2464,1114,553,2020-10-17 02:40:57,2020-10-17 02:54:57,14,0.12,0.09,55.830965365,-4.2685401689,55.9098983599,-4.2861331281,1
473,2465,1126,114,2020-08-30 02:20:48,2020-08-30 02:59:48,39,0.33,0.26,55.9426601576,-4.1818404161,55.9382411052,-4.1840746061,1
474,2466,1037,409,2020-06-26 17:29:14,2020-06-26 18:25:14,56,0.47,0.37,55.9483159861,-4.1345247698,55.9189417175,-4.1618069866,1
475,2467,1079,491,2021-02-01 14:43:42,2021-02-01 16:29:42,106,0.88,0.71,55.8191010532,-4.1937171167,55.9129832156,-4.3045557113,1
476,2468,1010,469,2020-11-10 16:23:11,2020-11-10 16:57:11,34,0.28,0.23,55.821984035,-4.2246422017,55.8410406738,-4.287302952,1
477,2469,1125,304,2020-11-19 23:39:21,2020-11-20 00:15:21,36,0.3,0.24,55.8242752545,-4.0614327918,55.9179429301,-4.2994981411,1
478,2470,1151,205,2020-02-13 06:27:13,2020-02-13 09:26:13,179,1.49,1.19,55.8507253458,-4.2899305585,55.8349679175,-4.2415618957,1
479,2471,1153,403,2020-01-05 04:40:43,2020-01-05 09:51:43,311,2.59,2.07,55.8634115635,-4.123391511,55.8144517373,-4.1174072166,1
480,2472,1102,117,2020-10-31 07:36:22,2020-10-31 09:25:22,109,0.91,0.73,55.8784941446,-4.0451457828,55.8651975171,-4.0208894386,1
481,2473,1104,253,2020-11-21 20:41:24,2020-11-21 21:20:24,39,0.33,0.26,55.9072195442,-4.1378632163,55.8462589838,-4.2088389721,1
482,2474,1122,210,2020-02-01 10:26:44,2020-02-01 15:42:44,316,2.63,2.11,55.8216638632,-4.1566425829,55.9054195867,-4.2532649161,1
483,2475,1043,220,2020-02-22 20:19:27,2020-02-23 02:52:27,393,3.27,2.62,55.944476937,-4.1046368918,55.8258103502,-4.224852133,1
484,2476,1137,229,2020-12-04 10:12:00,2020-12-04 10:29:00,17,0.14,0.11,55.811448269,-4.1540010776,55.9062383484,-4.1523937842,1
485,2477,1060,561,2020-07-04 14:27:51,2020-07-04 14:46:51,19,0.16,0.13,55.9369299838,-4.2199558234,55.8411244042,-4.0791660234,1
486,2478,1063,229,2020-11-01 10:01:24,2020-11-01 10:53:24,52,0.43,0.35,55.8368321919,-4.3014666834,55.8221525275,-4.2619137044,1
487,2479,1042,521,2020-04-05 18:55:22,2020-04-05 19:24:22,29,0.24,0.19,55.8439582451,-4.2286938725,55.8554247203,-4.1880601939,1
488,2480,1059,302,2020-12-13 21:50:17,2020-12-13 22:46:17,56,0.47,0.37,55.8349063912,-4.1764657141,55.9026870831,-4.2194043568,1
489,2481,1103,352,2020-01-03 11:44:50,2020-01-03 13:22:50,98,0.82,0.65,55.8264767592,-4.3007095135,55.9324722459,-4.0290043257,1
490,2482,1121,350,2020-11-29 21:46:05,2020-11-29 22:04:05,18,0.15,0.12,55.9167806076,-4.044495015,55.8637545805,-4.2247923623,1
491,2483,1065,517,2021-02-17 15:46:03,2021-02-17 15:58:03,12,0.1,0.08,55.8731428506,-4.1879635039,55.8157660414,-4.0506782338,1
492,2484,1124,244,2020-06-24 07:29:07,2020-06-24 08:14:07,45,0.38,0.3,55.8495192832,-4.1036405078,55.818422581,-4.174339889,1
493,2485,1049,497,2020-10-24 21:02:46,2020-10-25 05:44:46,522,4.35,3.48,55.9381902032,-4.3040272506,55.834710168,-4.1322898477,1
494,2486,1139,192,2020-07-08 09:46:39,2020-07-08 10:03:39,17,0.14,0.11,55.8491401199,-4.0725432731,55.8749878779,-4.1967856663,1
495,2487,1156,359,2020-02-12 11:18:09,2020-02-12 11:45:09,27,0.23,0.18,55.8231732377,-4.0220412395,55.83896744,-4.3012697012,1
496,2488,1108,546,2020-02-29 08:17:14,2020-02-29 08:38:14,21,0.17,0.14,55.9340747928,-4.094346871,55.8795143951,-4.2632056444,1
497,2489,1157,377,2020-01-01 15:09:01,2020-01-01 15:57:01,48,0.4,0.32,55.8549771285,-4.1704342923,55.9102015227,-4.0550952642,1
498,2490,1016,147,2020-01-29 01:28:10,2020-01-29 01:55:10,27,0.23,0.18,55.8985131922,-4.175275314,55.8943024116,-4.2896140869,1
499,2491,1096,150,2020-03-14 15:27:05,2020-03-14 16:27:05,60,0.5,0.4,55.9497429722,-4.2153280882,55.82504857,-4.1494436591,1
500,2492,1135,493,2020-04-28 00:27:01,2020-04-28 01:20:01,53,0.44,0.35,55.8921017991,-4.2030828521,55.8115338608,-4.2128756598,1
501,2493,1025,232,2020-08-22 08:58:06,2020-08-22 09:36:06,38,0.32,0.25,55.872733936,-4.2435256596,55.9310691424,-4.2994664102,1
502,2494,1098,469,2020-09-23 23:43:00,2020-09-24 05:02:00,319,2.66,2.13,55.8470668913,-4.2116630619,55.936950801,-4.1175657419,1
503,2495,1090,320,2020-12-31 04:33:26,2020-12-31 05:26:26,53,0.44,0.35,55.8606465002,-4.0461661203,55.8376003371,-4.0250027246,1
504,2496,1095,256,2020-10-08 20:46:04,2020-10-09 01:25:04,279,2.33,1.86,55.8149381105,-4.1880408416,55.8302539299,-4.0072558154,1
505,2497,1151,519,2020-10-31 17:48:11,2020-11-01 01:32:11,464,3.87,3.09,55.9254001512,-4.2335554595,55.8635009049,-4.2954278839,1
506,2498,1029,504,2020-02-29 11:34:31,2020-02-29 20:37:31,543,4.53,3.62,55.9000048548,-4.2031759651,55.8228828811,-4.2476747553,1
507,2499,1037,585,2020-08-25 20:38:52,2020-08-26 05:02:52,504,4.2,3.36,55.8703041649,-4.0095011822,55.8368667195,-4.221202023,1
508,2500,1022,520,2020-11-07 08:01:44,2020-11-07 08:43:44,42,0.35,0.28,55.8967169541,-4.2618552649,55.9291331117,-4.2972165556,1
509,2501,1063,484,2020-12-08 00:28:43,2020-12-08 09:46:43,558,4.65,3.72,55.8480927586,-4.2507581006,55.8208583007,-4.3098010889,1
510,2502,1079,435,2020-03-31 21:35:40,2020-04-01 04:34:40,419,3.49,2.79,55.8319238879,-4.229593985,55.8196233506,-4.3073872184,1
511,2503,1042,381,2020-10-02 21:11:02,2020-10-02 23:25:02,134,1.12,0.89,55.8726354151,-4.1733022871,55.8577206713,-4.2010272364,1
512,2504,1028,281,2020-03-19 23:24:23,2020-03-19 23:38:23,14,0.12,0.09,55.8104677614,-4.0568485465,55.8338932693,-4.1781607007,1
513,2505,1094,459,2020-08-31 15:20:19,2020-08-31 18:50:19,210,1.75,1.4,55.9165142648,-4.3094685366,55.9396290465,-4.1919991804,1
514,2506,1019,425,2020-01-06 00:47:57,2020-01-06 01:10:57,23,0.19,0.15,55.860031179,-4.2616250919,55.9058976215,-4.1273471089,1
515,2507,1082,329,2020-09-05 17:26:37,2020-09-05 17:58:37,32,0.27,0.21,55.9366464991,-4.0185865401,55.9343739937,-4.1048581004,1
516,2508,1054,111,2021-01-15 07:51:08,2021-01-15 08:33:08,42,0.35,0.28,55.8439660651,-4.2244123624,55.9079209429,-4.0007627581,1
517,2509,1106,443,2020-07-02 05:03:10,2020-07-02 14:20:10,557,4.64,3.71,55.8966331152,-4.1775712911,55.8714040632,-4.0045890714,1
518,2510,1076,269,2020-05-28 12:07:10,2020-05-28 12:24:10,17,0.14,0.11,55.9473492727,-4.2371377339,55.9237069051,-4.1390816745,1
519,2511,1004,190,2020-05-11 21:22:13,2020-05-12 06:01:13,519,4.33,3.46,55.8231893265,-4.0786710519,55.9372749874,-4.0330117945,1
520,2512,1153,255,2020-11-12 16:49:31,2020-11-12 17:20:31,31,0.26,0.21,55.8557157182,-4.2666700871,55.9265228921,-4.2999498753,1
521,2513,1041,246,2020-04-16 03:28:50,2020-04-16 04:19:50,51,0.42,0.34,55.9449244125,-4.2966037275,55.9240489301,-4.0342378481,1
522,2514,1034,292,2020-04-04 03:21:46,2020-04-04 04:09:46,48,0.4,0.32,55.932460624,-4.1090293348,55.9271102608,-4.1679538581,1
523,2515,1093,342,2020-01-22 00:38:26,2020-01-22 07:09:26,391,3.26,2.61,55.8629823734,-4.0784293169,55.9281697472,-4.1531939485,1
524,2516,1138,531,2020-10-19 13:07:52,2020-10-19 21:20:52,493,4.11,3.29,55.8245864667,-4.1933489888,55.8156783582,-4.078853898,1
525,2517,1067,441,2020-05-11 20:53:06,2020-05-12 03:06:06,373,3.11,2.49,55.837567172,-4.0419761531,55.9329409015,-4.1077257456,1
526,2518,1104,372,2020-09-26 00:02:24,2020-09-26 00:23:24,21,0.17,0.14,55.9217120393,-4.2864381964,55.8494386728,-4.0116377352,1
527,2519,1064,267,2021-02-11 01:43:24,2021-02-11 02:27:24,44,0.37,0.29,55.8110556584,-4.3014710196,55.8424937626,-4.1454765866,1
528,2520,1130,531,2020-09-21 02:42:51,2020-09-21 03:26:51,44,0.37,0.29,55.8912575209,-4.1092896178,55.8839375207,-4.0006462212,1
529,2521,1041,560,2020-07-11 09:28:04,2020-07-11 11:01:04,93,0.78,0.62,55.9205414595,-4.2654971871,55.9120830844,-4.271499378,1
530,2522,1001,404,2021-02-19 20:57:40,2021-02-19 21:32:40,35,0.29,0.23,55.8221674971,-4.1449898773,55.9433854891,-4.1873827687,1
531,2523,1064,444,2020-07-30 16:13:27,2020-07-30 16:20:27,7,0.06,0.05,55.8750916817,-4.2012755208,55.8985820108,-4.2717201066,1
532,2524,1093,563,2020-05-25 14:12:07,2020-05-25 20:49:07,397,3.31,2.65,55.9403798541,-4.2286549174,55.8885523005,-4.2285822827,1
533,2525,1100,574,2020-02-06 05:12:00,2020-02-06 11:23:00,371,3.09,2.47,55.9124515482,-4.306459357,55.8358122977,-4.2192444754,1
534,2526,1086,552,2020-05-03 09:20:31,2020-05-03 09:51:31,31,0.26,0.21,55.8519788184,-4.289208673,55.8905808664,-4.2460873796,1
535,2527,1017,569,2020-07-18 02:15:41,2020-07-18 02:54:41,39,0.33,0.26,55.857825272,-4.0575523166,55.902065523,-4.1153820052,1
536,2528,1136,254,2020-08-17 22:59:28,2020-08-17 23:34:28,35,0.29,0.23,55.8797497302,-4.0356449191,55.8205954556,-4.2619377134,1
